Frequency	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''
Hz																		
		0.49 V		0.69 V		0.89 V		1.09 V		1.29 V		1.49 V		1.69 V		1.89 V		2.09 V
158.489319246111	5.87817167607121E-4	-0.00173659556658151	0.00115198369584453	-0.00178466978679688	0.00271881072470563	-0.00494147776226869	0.00276931852501733	-0.0105082145581599	0.00105948247987617	-0.0167523389113914	1.37856578785458E-4	-0.0176787221267389	-0.00117298517544683	-0.0154310736216626	-5.2527425806566E-4	-0.0120043575091505	8.71179785049624E-4	-0.00927845265891004
125.892541179417	7.00869553865172E-4	-0.00228080439177315	0.00174548880084326	-0.002223323018055	0.00336564222231685	-0.00556666662068941	0.00414321078372412	-0.0129540943782473	0.00286607299354627	-0.0205824240314609	0.00121636746859391	-0.0222008404145143	-4.87988882369407E-4	-0.0197259835250813	-1.39653948207451E-4	-0.0154417048708511	0.00145860250532321	-0.0116077366308744
100	0.00106712010757998	-0.00263955241518285	0.00198245818594353	-0.00259568828675366	0.00441631499117061	-0.00602574801314511	0.00559153899276827	-0.0150793716929647	0.00481801271169549	-0.0256566052286835	0.00305718995038702	-0.0280993760004429	0.00145159660577728	-0.0255393763087689	0.00119943762784703	-0.0197025681295852	0.00237027161420377	-0.0140670140542878
79.4328234724282	0.00122883726774105	-0.00324499814419616	0.00233499215151007	-0.0030752016460402	0.00545788042762852	-0.00681383594506196	0.00820962634451504	-0.017492891835628	0.00799194692242326	-0.0309708058536612	0.00655735420072803	-0.0343708972647817	0.00401361477300397	-0.0320889408408556	0.00237561104725884	-0.0248458952876218	0.00390148087759126	-0.0170033670869322
63.0957344480194	0.001471700137067	-0.00370609076523418	0.00293221077159653	-0.00308914487109334	0.00700523511700043	-0.00711491465112632	0.0106969819436228	-0.0203644589173821	0.011405394968187	-0.0368181468363422	0.0107659445321456	-0.0414944723282655	0.00814299364399685	-0.0391536248280796	0.00559779843683494	-0.0302663742534001	0.00567519130549562	-0.0206887579618065
50.1187233627273	0.0021983561081696	-0.00420377508360985	0.00310357038229984	-0.0038272537145624	0.00813674567847003	-0.00767251516936037	0.013927252676454	-0.0226966430079802	0.0175105076516175	-0.0433829593604385	0.0175357755314602	-0.0485799496246622	0.0141357089656789	-0.0463173131752876	0.00941295756985535	-0.0369959736881747	0.00807071455083166	-0.0243977730199676
39.8107170553497	0.00281134703891414	-0.00487849837061532	0.00349138406965177	-0.00423504285691259	0.00959930555638011	-0.00795472919588262	0.0177428280511431	-0.0259294328081979	0.024912072547372	-0.0507411327682797	0.0254991893933803	-0.0573954880069911	0.0216582242545082	-0.0553494543315832	0.0150849555926286	-0.0442927684649066	0.0114010869417817	-0.0288320249414974
31.6227766016838	0.0039652460903053	-0.00577633940452259	0.00478533826041732	-0.00456026373946288	0.0115883413287938	-0.00851861079908775	0.0225181339544167	-0.0275987592975018	0.0340142596275835	-0.0574909227222831	0.0369857563638746	-0.0644990254620756	0.0320157141581962	-0.0621694890026622	0.0226600099571655	-0.0508875154991789	0.0150706427915805	-0.0338141181179889
25.1188643150958	0.00471477556836084	-0.00621080576043791	0.00483725239333491	-0.00478274725886005	0.0130515726831309	-0.00796031297597257	0.0287505356249361	-0.0301761250416551	0.0453309002021499	-0.0641777971235944	0.0504773179896933	-0.070891345934725	0.0455617414978764	-0.0695588783048633	0.0324589251594499	-0.0580112622258498	0.0200606540465225	-0.039136764989126
19.9526231496888	0.00565422358010127	-0.0062675052029841	0.00604506887299133	-0.0055457891808619	0.0150734057210649	-0.00771714237577966	0.034344027988245	-0.0311507617757148	0.0580270671811482	-0.0673715232324444	0.0647901864435694	-0.0754417507465418	0.0592691791832693	-0.0745058313752792	0.0433318116494379	-0.0634467000145108	0.0261626375823417	-0.0438468206925052
15.8489319246111	0.00746939577425773	-0.00743091226432613	0.00718832987636169	-0.00522080598729257	0.0166926718378098	-0.00690269256632328	0.0415427546819972	-0.0306571080052754	0.0724700690358769	-0.0699086787278379	0.0806804195422073	-0.0776463621743616	0.0748046530622607	-0.0767422970506935	0.0566236796726483	-0.068560399990217	0.0334289960722918	-0.0485966975603285
12.5892541179417	0.00877218387349112	-0.00813117513503475	0.00860249428438258	-0.00494967462122393	0.0181585728461911	-0.00545257540426714	0.047127784872622	-0.0297941826956355	0.086690351898911	-0.0696134821509893	0.0955344642775048	-0.0760958392047832	0.090322982546966	-0.0752768387022225	0.0694405661078478	-0.0695856347780269	0.0419932154728821	-0.0540005709634343
10	0.0109880777666319	-0.00739365674944809	0.00963424577178098	-0.00506766683864755	0.0191689825979564	-0.00454268814268278	0.0529858871236549	-0.0274768921604057	0.101752531024886	-0.0669293373998842	0.112399078616391	-0.0717205678501729	0.104307200805828	-0.0722592670911427	0.0832941119390504	-0.069893903274335	0.0508993088980029	-0.058569637533327
7.94328234724282	0.0122052211757343	-0.00674894345074202	0.0109334010489477	-0.00495351268175073	0.0205636350670867	-0.00244102351331574	0.0594494224975331	-0.0242432847781549	0.11355899458427	-0.0625092152093134	0.123764495659078	-0.0657113130647322	0.11809966604409	-0.0687498840940156	0.0956516955657672	-0.0691371677315721	0.0608108193470082	-0.062819811764783
6.30957344480193	0.0140263976827681	-0.00563323004735748	0.0117848670440784	-0.0042201825654534	0.0205167585262158	-1.69333868508053E-4	0.0626938634078155	-0.0203987218421191	0.123753130816501	-0.054159832959074	0.136047581547104	-0.0607018814727148	0.127966457364817	-0.0620108447277865	0.108672108240726	-0.0665397893304886	0.073240204552234	-0.0655577452640904
5.01187233627272	0.0158745424917789	-0.00466844719535182	0.0130984216199445	-0.00347301639430222	0.0202290477456203	0.00152620301965016	0.0649274088102959	-0.0175112230727594	0.133973398468264	-0.0464552059601974	0.143616145368269	-0.0536961000285393	0.138486136648722	-0.0560331470240585	0.119946624688251	-0.0624795830557876	0.0848224903964057	-0.067103743714702
3.98107170553497	0.0163490240777873	-0.00307615717010518	0.0136503874439025	-0.00203142164248081	0.0195160114330048	0.00306019345795734	0.0664062370972134	-0.0133153007036266	0.139322880666235	-0.0423825822204469	0.150707219731293	-0.0447331943449447	0.145146016770983	-0.0501970173138857	0.129680327571525	-0.0611551029611432	0.0972095679946104	-0.068084686937666
3.16227766016838	0.0170917231903396	-0.00152708822572807	0.0136273603371823	-9.15266632150038E-4	0.0182900567030739	0.00433965048698495	0.0670102831533681	-0.00998559372480735	0.143852645245771	-0.0353796852425745	0.157001332581826	-0.0398889533384286	0.152780777437638	-0.0449003869533052	0.139209683271561	-0.0551350827603896	0.110195199011077	-0.0662680518272985
2.51188643150958	0.0173129495748407	3.24214992724353E-4	0.0134851376478916	2.53496282594082E-4	0.0172104633682231	0.0046960787984014	0.0669709609913786	-0.0074449759996793	0.149168376327725	-0.0313903167787024	0.161729896337976	-0.0340800995141391	0.161163999998371	-0.0405051057576546	0.14730169284642	-0.0498161120480982	0.123172940702558	-0.0667893349621084
1.99526231496888	0.0169110442719868	0.00220367053317925	0.0135511919852622	0.0016941767940215	0.0156825135297513	0.00556326318765862	0.067367526058835	-0.00544002393992418	0.150975871862736	-0.0234805937144753	0.162929561184313	-0.0290434980950669	0.164198349165417	-0.0352655947942444	0.154266271327732	-0.0453614958638379	0.135141778603435	-0.0603504278646168
1.58489319246111	0.0155441583521696	0.00393089865530267	0.0128831637629241	0.00278707434307044	0.0148040699267658	0.00559073012914376	0.067628774713757	-0.00401597383048417	0.152218292257195	-0.0208001934169273	0.167998559579999	-0.0234382460892805	0.166448632306386	-0.0305852510051787	0.159054616991453	-0.0403025332740355	0.141960285185072	-0.0568616715354818
1.25892541179417	0.0145134131513851	0.00487963971753912	0.011786500171646	0.00345510553819817	0.0128040629209992	0.0057077208892614	0.0669708989925773	-0.00344003606881889	0.155107318969721	-0.0179317724093549	0.16800291416993	-0.0177222168597836	0.167967504304911	-0.0259675293666102	0.164159797418379	-0.0358347277003275	0.150186389228638	-0.0497746551019179
1	0.0126081594733382	0.00605870683966237	0.0109922533752837	0.00447421543200813	0.0119258316934761	0.00591109802928004	0.0665053427899917	-0.00153944861445995	0.156255683287535	-0.0131812020644223	0.170391697873271	-0.0223003723072525	0.172051669783708	-0.0235271259261073	0.166640517060806	-0.0332670291652994	0.15739210062709	-0.0452041808021511
0.794328234724281	0.0114608103751948	0.00649173916891227	0.00996357124424098	0.00474165416920761	0.0106488004163242	0.00538257017385093	0.0648905659605955	8.42353510519863E-4	0.160113175537049	-0.0154495837923453	0.173889058223996	-0.0168258588549638	0.171340335702349	-0.0205438362135391	0.173251144535925	-0.0273441516205119	0.161809187618785	-0.0415184494876518
0.630957344480193	0.00923638478731261	0.00655557412154493	0.00895859479091387	0.00466406925000594	0.0099756997199861	0.00549574862075701	0.0660046470219737	0.00106180764739875	0.156616086990922	-0.00979428548479291	0.172346109548581	-0.0119163212400639	0.177239806259571	-0.0167349348028348	0.174512578520856	-0.0228613325095153	0.171675973140017	-0.0362421862257104
0.501187233627272	0.00799168058909771	0.00663057292427664	0.00801995243550297	0.00456054203815699	0.00900682418282924	0.00505167168945109	0.0625439911328929	6.90326859591172E-5	0.157061586015342	-0.0108828870842142	0.176130904774348	-0.011425900636495	0.179280693712812	-0.0160733884713274	0.176935134936533	-0.0207211553145011	0.17374620076295	-0.031050047178336
0.398107170553497	0.00653028285049717	0.00633794252019448	0.00694609663594274	0.00463074399080247	0.00836829766750345	0.00478400135073478	0.0644583157600236	7.72499698599961E-4	0.160952476445436	-0.0088109110514888	0.173216782882826	-0.00846014602079413	0.17568302936918	-0.0147608435943346	0.182616738107393	-0.0178471147050144	0.178275214565579	-0.027826078397645
0.316227766016838	0.0054181849752998	0.00551282535868941	0.00601201030472933	0.00524038373324504	0.00710816747593392	0.00445860903890641	0.0648835687967069	0.00159256848946865	0.161296424172788	-0.00639488023708019	0.174887691009617	-0.0093704684713461	0.184239178410176	-0.0110569702621429	0.180907221131361	-0.0169579235332126	0.179358633484559	-0.0242738238110349
0.251188643150958	0.00506144779641517	0.00558275576609801	0.00450322530510352	0.00397844993080149	0.0068825290429875	0.0035548911547065	0.0609351313636999	0.00219523078326145	0.160468522494026	-0.00453670205262139	0.180243947007703	-0.00733123794499942	0.181679220705099	-0.014189142375938	0.185768889292726	-0.0214682977415145	0.188160419230975	-0.0171166821952832
0.199526231496888	0.00344123201886751	0.004508937907332	0.00437813989477001	0.00428963520136406	0.00588334328555228	0.00397035750235596	0.0622237737323807	9.48467795854179E-4	0.159046651746853	-0.00197898157934653	0.175754557448857	-0.00677213948288706	0.182211960580496	-0.00765422030315551	0.178861864915134	-0.0105895426535177	0.181319663893311	-0.0331734478568257
0.158489319246111	0.00327378611272066	0.00474607794552328	0.00334407344364528	0.00357673008126667	0.0061615495949814	0.00292657904979923	0.0598275427746297	0.00327431385048165	0.159386256284695	-0.00489601585590155	0.180865164030162	-0.00493160141409335	0.185356324728772	-0.00926208670340768	0.193075145568096	-0.0117405080828846	0.182093810088936	-0.0161810388500854
0.125892541179417	0.00330870598498067	0.00339574925884348	0.00259417165916178	0.00356779984780265	0.00482372194520623	0.00240507333547407	0.0612871534063217	0.00358454692887448	0.156644131794093	-5.61689322897288E-4	0.179155665431465	-0.00385022622234519	0.184973989143168	-0.00420078257858018	0.189348740250209	-0.0194943317899108	0.173353272600538	-0.0145988298312687
0.1	0.00201327300559386	0.00190509432802668	0.00237050442787693	0.00380150898109402	0.00424618517640198	0.00317095433971232	0.0590108009301757	0.00128031000050752	0.157264384531698	-0.00486540630301296	0.183665303841337	-0.0032889490984918	0.183884639489703	-0.0101085870839962	0.181164887393021	-0.00983594593016403	0.188941195984238	-0.00820001651602869
