Frequency	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''	Y'	Y''
Hz																		
		0.49 V		0.69 V		0.89 V		1.09 V		1.29 V		1.49 V		1.69 V		1.89 V		2.09 V
158.489319246111	4.05954520969928E-6	-1.76094061803739E-5	3.4290081906407E-5	-6.34376500949987E-5	5.13152226428083E-5	-1.88497391419416E-4	2.99316457831373E-5	-3.26307097948445E-4	9.68554958494773E-6	-3.83444928265269E-4	3.29527459061789E-6	-3.88013610852074E-4	6.60628448623092E-6	-3.46606442165164E-4	3.04106089611342E-5	-3.00682712722031E-4	7.79861336029825E-5	-2.61975106291061E-4
125.892541179417	6.75856578419989E-6	-2.38860910092318E-5	3.88745742722065E-5	-7.14238509919216E-5	7.83364134332715E-5	-2.22126131334281E-4	5.6822533981316E-5	-4.03757147700189E-4	4.07729300885547E-5	-4.84461599186916E-4	2.14294876110124E-5	-4.91423215506623E-4	2.85889979563386E-5	-4.36935990073247E-4	4.91551995758051E-5	-3.76562824087883E-4	1.19895805070779E-4	-3.10695639147788E-4
100	1.4840953629824E-5	-2.65930001025688E-5	4.25803993644666E-5	-7.88423158434518E-5	9.77821272875198E-5	-2.67017455710909E-4	9.87308909013325E-5	-4.96386870735324E-4	8.08020180796859E-5	-6.01985831680121E-4	5.87453798179461E-5	-6.26792906425348E-4	4.62254814706743E-5	-5.55962998227146E-4	8.34052261808683E-5	-4.66895567733787E-4	1.61197417427489E-4	-3.66832798376885E-4
79.4328234724282	2.32063567792138E-5	-3.22540590483534E-5	6.1813168442657E-5	-8.5059974741022E-5	1.39366115155474E-4	-3.11755722953118E-4	1.54632939883114E-4	-5.94668963013032E-4	1.46785901224434E-4	-7.40754770008262E-4	1.22797609775994E-4	-7.78267220201121E-4	9.42024612188884E-5	-6.91526485116611E-4	1.21351520229611E-4	-5.73511054213631E-4	2.14271348736048E-4	-4.16483639313846E-4
63.0957344480194	1.8778221655479E-5	-3.12475028125545E-5	7.70238373470205E-5	-1.03288510241539E-4	1.85807469073744E-4	-3.60666366183975E-4	2.25528588956656E-4	-7.08790496546946E-4	2.41399573921097E-4	-9.04888697597611E-4	2.1319464915268E-4	-9.63012111696689E-4	1.6469608213326E-4	-8.55161338109513E-4	1.851974828274E-4	-6.95114782653447E-4	2.75639160740336E-4	-4.83353072005987E-4
50.1187233627273	2.71794740032249E-5	-4.05122354212744E-5	8.72222266931928E-5	-1.18304530363766E-4	2.36565615582863E-4	-4.16316550411632E-4	3.3272223019475E-4	-8.39889032287363E-4	3.67793252134783E-4	-0.00107860329867066	3.47243470417402E-4	-0.00115389522465177	2.72386318670739E-4	-0.00105052065897935	2.73602452099205E-4	-8.36355606432248E-4	3.42851639957198E-4	-5.35276032414165E-4
39.8107170553497	2.7375456017788E-5	-4.89692162353587E-5	1.05462644051613E-4	-1.31803413289893E-4	3.03905417408724E-4	-4.72944185216045E-4	4.64917998842758E-4	-9.69685461383479E-4	5.40614972571357E-4	-0.00126438900564006	5.31834649126616E-4	-0.00136767815574437	4.27432383536413E-4	-0.00126019117474208	3.90077100835842E-4	-9.87539246907587E-4	4.17812721432933E-4	-5.9745628800026E-4
31.6227766016838	4.62531644943813E-5	-4.37126633423555E-5	1.39057386247193E-4	-1.42824192210155E-4	3.79085445032581E-4	-5.20241141192991E-4	6.29439992629355E-4	-0.0011119026945858	7.63712115532965E-4	-0.00144913085427075	7.79228106354941E-4	-0.0015705106758873	6.45240037578675E-4	-0.00147828365049789	5.44937023338951E-4	-0.00114370203462253	5.19685794453269E-4	-6.65968918877162E-4
25.1188643150958	5.00046448650354E-5	-5.58234340498196E-5	1.55390970372421E-4	-1.6185353668756E-4	4.82485946750313E-4	-5.78282695277096E-4	8.35755409952657E-4	-0.0012391693339939	0.00103806803551309	-0.00161201933435594	0.00108178532547308	-0.0017596143320242	9.1770576307011E-4	-0.00169097614656709	7.54132917764605E-4	-0.00130871425951179	6.25653666322082E-4	-7.14385811483549E-4
19.9526231496888	6.66509825907085E-5	-6.12006571653982E-5	1.88359671119715E-4	-1.78280967122028E-4	5.92561675737061E-4	-6.22175219361663E-4	0.00107912292970058	-0.0013530364569616	0.00136596869027646	-0.00175872724685705	0.00143746261003679	-0.00191731185571075	0.00124622802079398	-0.00187364967844948	9.90951165565774E-4	-0.00145253551498906	7.25728529026876E-4	-7.90570619422401E-4
